layer,gamma_type,alpha,beta,gamma,agreement_type,document,task_type,annotators,Luiza_annotations,Sara_annotations,human_annotator,model,human_annotations,model_annotations,model_a,model_b,model_a_annotations,model_b_annotations,Mistral_annotations,Qwen_annotations,Gemma_annotations
narration,standard,1,1,0.14089483,model-human,TED_001,narration,Gemma vs Sara,,,Sara,Gemma,4.0,8.0,,,,,,,
narration,soft,1,1,0.37250334,model-human,TED_001,narration,Gemma vs Sara,,,Sara,Gemma,4.0,8.0,,,,,,,
narration,standard,1,2,0.26650745,model-human,TED_001,narration,Gemma vs Sara,,,Sara,Gemma,4.0,8.0,,,,,,,
narration,soft,1,2,0.37792277,model-human,TED_001,narration,Gemma vs Sara,,,Sara,Gemma,4.0,8.0,,,,,,,
narration,standard,1,1,0.30902243,model-human,TED_002,narration,Mistral vs Luiza,,,Luiza,Mistral,10.0,6.0,,,,,,,
narration,soft,1,1,0.3672015,model-human,TED_002,narration,Mistral vs Luiza,,,Luiza,Mistral,10.0,6.0,,,,,,,
narration,standard,1,2,0.40279204,model-human,TED_002,narration,Mistral vs Luiza,,,Luiza,Mistral,10.0,6.0,,,,,,,
narration,soft,1,2,0.44477683,model-human,TED_002,narration,Mistral vs Luiza,,,Luiza,Mistral,10.0,6.0,,,,,,,
narration,standard,1,1,0.37716788,model-human,TED_002,narration,Mistral vs Sara,,,Sara,Mistral,7.0,6.0,,,,,,,
narration,soft,1,1,0.44712114,model-human,TED_002,narration,Mistral vs Sara,,,Sara,Mistral,7.0,6.0,,,,,,,
narration,standard,1,2,0.46017385,model-human,TED_002,narration,Mistral vs Sara,,,Sara,Mistral,7.0,6.0,,,,,,,
narration,soft,1,2,0.52298915,model-human,TED_002,narration,Mistral vs Sara,,,Sara,Mistral,7.0,6.0,,,,,,,
narration,standard,1,1,0.4792254,model-human,TED_002,narration,Qwen vs Luiza,,,Luiza,Qwen,10.0,8.0,,,,,,,
narration,soft,1,1,0.54869795,model-human,TED_002,narration,Qwen vs Luiza,,,Luiza,Qwen,10.0,8.0,,,,,,,
narration,standard,1,2,0.5172167,model-human,TED_002,narration,Qwen vs Luiza,,,Luiza,Qwen,10.0,8.0,,,,,,,
narration,soft,1,2,0.5700277,model-human,TED_002,narration,Qwen vs Luiza,,,Luiza,Qwen,10.0,8.0,,,,,,,
narration,standard,1,1,0.5226159,model-human,TED_002,narration,Qwen vs Sara,,,Sara,Qwen,7.0,8.0,,,,,,,
narration,soft,1,1,0.59939504,model-human,TED_002,narration,Qwen vs Sara,,,Sara,Qwen,7.0,8.0,,,,,,,
narration,standard,1,2,0.5952029,model-human,TED_002,narration,Qwen vs Sara,,,Sara,Qwen,7.0,8.0,,,,,,,
narration,soft,1,2,0.65883136,model-human,TED_002,narration,Qwen vs Sara,,,Sara,Qwen,7.0,8.0,,,,,,,
narration,standard,1,1,0.31465316,model-human,TED_002,narration,Gemma vs Luiza,,,Luiza,Gemma,10.0,7.0,,,,,,,
narration,soft,1,1,0.3771544,model-human,TED_002,narration,Gemma vs Luiza,,,Luiza,Gemma,10.0,7.0,,,,,,,
narration,standard,1,2,0.41409045,model-human,TED_002,narration,Gemma vs Luiza,,,Luiza,Gemma,10.0,7.0,,,,,,,
narration,soft,1,2,0.46606714,model-human,TED_002,narration,Gemma vs Luiza,,,Luiza,Gemma,10.0,7.0,,,,,,,
narration,standard,1,1,0.2170229,model-human,TED_002,narration,Gemma vs Sara,,,Sara,Gemma,7.0,7.0,,,,,,,
narration,soft,1,1,0.35589224,model-human,TED_002,narration,Gemma vs Sara,,,Sara,Gemma,7.0,7.0,,,,,,,
narration,standard,1,2,0.3366558,model-human,TED_002,narration,Gemma vs Sara,,,Sara,Gemma,7.0,7.0,,,,,,,
narration,soft,1,2,0.45202816,model-human,TED_002,narration,Gemma vs Sara,,,Sara,Gemma,7.0,7.0,,,,,,,
narration,standard,1,1,-0.23705447,model-human,TED_004,narration,Mistral vs Luiza,,,Luiza,Mistral,14.0,1.0,,,,,,,
narration,soft,1,1,-0.18043637,model-human,TED_004,narration,Mistral vs Luiza,,,Luiza,Mistral,14.0,1.0,,,,,,,
narration,standard,1,2,-0.09067738,model-human,TED_004,narration,Mistral vs Luiza,,,Luiza,Mistral,14.0,1.0,,,,,,,
narration,soft,1,2,-0.04184687,model-human,TED_004,narration,Mistral vs Luiza,,,Luiza,Mistral,14.0,1.0,,,,,,,
narration,standard,1,1,-0.9595543,model-human,TED_004,narration,Mistral vs Sara,,,Sara,Mistral,1.0,1.0,,,,,,,
narration,soft,1,1,-0.9595543,model-human,TED_004,narration,Mistral vs Sara,,,Sara,Mistral,1.0,1.0,,,,,,,
narration,standard,1,2,-0.53118885,model-human,TED_004,narration,Mistral vs Sara,,,Sara,Mistral,1.0,1.0,,,,,,,
narration,soft,1,2,-0.53118885,model-human,TED_004,narration,Mistral vs Sara,,,Sara,Mistral,1.0,1.0,,,,,,,
narration,standard,1,1,0.0029367208,model-human,TED_004,narration,Qwen vs Luiza,,,Luiza,Qwen,14.0,3.0,,,,,,,
narration,soft,1,1,0.09820366,model-human,TED_004,narration,Qwen vs Luiza,,,Luiza,Qwen,14.0,3.0,,,,,,,
narration,standard,1,2,0.11682528,model-human,TED_004,narration,Qwen vs Luiza,,,Luiza,Qwen,14.0,3.0,,,,,,,
narration,soft,1,2,0.20010519,model-human,TED_004,narration,Qwen vs Luiza,,,Luiza,Qwen,14.0,3.0,,,,,,,
narration,standard,1,1,-0.37949872,model-human,TED_004,narration,Qwen vs Sara,,,Sara,Qwen,1.0,3.0,,,,,,,
narration,soft,1,1,-0.38114548,model-human,TED_004,narration,Qwen vs Sara,,,Sara,Qwen,1.0,3.0,,,,,,,
narration,standard,1,2,-0.23470771,model-human,TED_004,narration,Qwen vs Sara,,,Sara,Qwen,1.0,3.0,,,,,,,
narration,soft,1,2,-0.23597002,model-human,TED_004,narration,Qwen vs Sara,,,Sara,Qwen,1.0,3.0,,,,,,,
narration,standard,1,1,0.23351616,model-human,TED_004,narration,Gemma vs Luiza,,,Luiza,Gemma,14.0,6.0,,,,,,,
narration,soft,1,1,0.2611056,model-human,TED_004,narration,Gemma vs Luiza,,,Luiza,Gemma,14.0,6.0,,,,,,,
narration,standard,1,2,0.3067159,model-human,TED_004,narration,Gemma vs Luiza,,,Luiza,Gemma,14.0,6.0,,,,,,,
narration,soft,1,2,0.330014,model-human,TED_004,narration,Gemma vs Luiza,,,Luiza,Gemma,14.0,6.0,,,,,,,
narration,standard,1,1,0.061209142,model-human,TED_004,narration,Gemma vs Sara,,,Sara,Gemma,1.0,6.0,,,,,,,
narration,soft,1,1,0.057097554,model-human,TED_004,narration,Gemma vs Sara,,,Sara,Gemma,1.0,6.0,,,,,,,
narration,standard,1,2,0.09822571,model-human,TED_004,narration,Gemma vs Sara,,,Sara,Gemma,1.0,6.0,,,,,,,
narration,soft,1,2,0.09321946,model-human,TED_004,narration,Gemma vs Sara,,,Sara,Gemma,1.0,6.0,,,,,,,
narration,standard,1,1,0.11963612,model-human,TED_005,narration,Mistral vs Luiza,,,Luiza,Mistral,18.0,6.0,,,,,,,
narration,soft,1,1,0.18322152,model-human,TED_005,narration,Mistral vs Luiza,,,Luiza,Mistral,18.0,6.0,,,,,,,
narration,standard,1,2,0.21136576,model-human,TED_005,narration,Mistral vs Luiza,,,Luiza,Mistral,18.0,6.0,,,,,,,
narration,soft,1,2,0.2658028,model-human,TED_005,narration,Mistral vs Luiza,,,Luiza,Mistral,18.0,6.0,,,,,,,
narration,standard,1,1,0.32292414,model-human,TED_005,narration,Mistral vs Sara,,,Sara,Mistral,3.0,6.0,,,,,,,
narration,soft,1,1,0.31161433,model-human,TED_005,narration,Mistral vs Sara,,,Sara,Mistral,3.0,6.0,,,,,,,
narration,standard,1,2,0.22391486,model-human,TED_005,narration,Mistral vs Sara,,,Sara,Mistral,3.0,6.0,,,,,,,
narration,soft,1,2,0.21219599,model-human,TED_005,narration,Mistral vs Sara,,,Sara,Mistral,3.0,6.0,,,,,,,
narration,standard,1,1,0.16772443,model-human,TED_005,narration,Qwen vs Luiza,,,Luiza,Qwen,18.0,7.0,,,,,,,
narration,soft,1,1,0.2325775,model-human,TED_005,narration,Qwen vs Luiza,,,Luiza,Qwen,18.0,7.0,,,,,,,
narration,standard,1,2,0.26808882,model-human,TED_005,narration,Qwen vs Luiza,,,Luiza,Qwen,18.0,7.0,,,,,,,
narration,soft,1,2,0.32028633,model-human,TED_005,narration,Qwen vs Luiza,,,Luiza,Qwen,18.0,7.0,,,,,,,
narration,standard,1,1,0.28173506,model-human,TED_005,narration,Qwen vs Sara,,,Sara,Qwen,3.0,7.0,,,,,,,
narration,soft,1,1,0.27154398,model-human,TED_005,narration,Qwen vs Sara,,,Sara,Qwen,3.0,7.0,,,,,,,
narration,standard,1,2,0.20422447,model-human,TED_005,narration,Qwen vs Sara,,,Sara,Qwen,3.0,7.0,,,,,,,
narration,soft,1,2,0.19526792,model-human,TED_005,narration,Qwen vs Sara,,,Sara,Qwen,3.0,7.0,,,,,,,
narration,standard,1,1,0.2821445,model-human,TED_005,narration,Gemma vs Luiza,,,Luiza,Gemma,18.0,8.0,,,,,,,
narration,soft,1,1,0.33358967,model-human,TED_005,narration,Gemma vs Luiza,,,Luiza,Gemma,18.0,8.0,,,,,,,
narration,standard,1,2,0.33203858,model-human,TED_005,narration,Gemma vs Luiza,,,Luiza,Gemma,18.0,8.0,,,,,,,
narration,soft,1,2,0.417719,model-human,TED_005,narration,Gemma vs Luiza,,,Luiza,Gemma,18.0,8.0,,,,,,,
narration,standard,1,1,0.39755684,model-human,TED_005,narration,Gemma vs Sara,,,Sara,Gemma,3.0,8.0,,,,,,,
narration,soft,1,1,0.39076835,model-human,TED_005,narration,Gemma vs Sara,,,Sara,Gemma,3.0,8.0,,,,,,,
narration,standard,1,2,0.44374442,model-human,TED_005,narration,Gemma vs Sara,,,Sara,Gemma,3.0,8.0,,,,,,,
narration,soft,1,2,0.43796188,model-human,TED_005,narration,Gemma vs Sara,,,Sara,Gemma,3.0,8.0,,,,,,,
narration,standard,1,1,0.5806688,model-human,TED_006,narration,Mistral vs Luiza,,,Luiza,Mistral,9.0,8.0,,,,,,,
narration,soft,1,1,0.7332859,model-human,TED_006,narration,Mistral vs Luiza,,,Luiza,Mistral,9.0,8.0,,,,,,,
narration,standard,1,2,0.6773119,model-human,TED_006,narration,Mistral vs Luiza,,,Luiza,Mistral,9.0,8.0,,,,,,,
narration,soft,1,2,0.79364455,model-human,TED_006,narration,Mistral vs Luiza,,,Luiza,Mistral,9.0,8.0,,,,,,,
narration,standard,1,1,-0.06082809,model-human,TED_006,narration,Mistral vs Sara,,,Sara,Mistral,1.0,8.0,,,,,,,
narration,soft,1,1,-0.06796193,model-human,TED_006,narration,Mistral vs Sara,,,Sara,Mistral,1.0,8.0,,,,,,,
narration,standard,1,2,0.088466585,model-human,TED_006,narration,Mistral vs Sara,,,Sara,Mistral,1.0,8.0,,,,,,,
narration,soft,1,2,0.080429435,model-human,TED_006,narration,Mistral vs Sara,,,Sara,Mistral,1.0,8.0,,,,,,,
narration,standard,1,1,0.2622738,model-human,TED_006,narration,Qwen vs Luiza,,,Luiza,Qwen,9.0,4.0,,,,,,,
narration,soft,1,1,0.44838905,model-human,TED_006,narration,Qwen vs Luiza,,,Luiza,Qwen,9.0,4.0,,,,,,,
narration,standard,1,2,0.3537435,model-human,TED_006,narration,Qwen vs Luiza,,,Luiza,Qwen,9.0,4.0,,,,,,,
narration,soft,1,2,0.51042014,model-human,TED_006,narration,Qwen vs Luiza,,,Luiza,Qwen,9.0,4.0,,,,,,,
narration,standard,1,1,0.14024132,model-human,TED_006,narration,Qwen vs Sara,,,Sara,Qwen,1.0,4.0,,,,,,,
narration,soft,1,1,0.12737066,model-human,TED_006,narration,Qwen vs Sara,,,Sara,Qwen,1.0,4.0,,,,,,,
narration,standard,1,2,0.2580015,model-human,TED_006,narration,Qwen vs Sara,,,Sara,Qwen,1.0,4.0,,,,,,,
narration,soft,1,2,0.24607795,model-human,TED_006,narration,Qwen vs Sara,,,Sara,Qwen,1.0,4.0,,,,,,,
narration,standard,1,1,0.39618993,model-human,TED_006,narration,Gemma vs Luiza,,,Luiza,Gemma,9.0,10.0,,,,,,,
narration,soft,1,1,0.5670893,model-human,TED_006,narration,Gemma vs Luiza,,,Luiza,Gemma,9.0,10.0,,,,,,,
narration,standard,1,2,0.52340597,model-human,TED_006,narration,Gemma vs Luiza,,,Luiza,Gemma,9.0,10.0,,,,,,,
narration,soft,1,2,0.65862787,model-human,TED_006,narration,Gemma vs Luiza,,,Luiza,Gemma,9.0,10.0,,,,,,,
narration,standard,1,1,-0.14915752,model-human,TED_006,narration,Gemma vs Sara,,,Sara,Gemma,1.0,10.0,,,,,,,
narration,soft,1,1,-0.15247107,model-human,TED_006,narration,Gemma vs Sara,,,Sara,Gemma,1.0,10.0,,,,,,,
narration,standard,1,2,0.0010730624,model-human,TED_006,narration,Gemma vs Sara,,,Sara,Gemma,1.0,10.0,,,,,,,
narration,soft,1,2,-0.0019292831,model-human,TED_006,narration,Gemma vs Sara,,,Sara,Gemma,1.0,10.0,,,,,,,
narration,standard,1,1,-0.14094031,model-human,TED_007,narration,Mistral vs Luiza,,,Luiza,Mistral,1.0,1.0,,,,,,,
narration,soft,1,1,-0.14094031,model-human,TED_007,narration,Mistral vs Luiza,,,Luiza,Mistral,1.0,1.0,,,,,,,
narration,standard,1,2,-0.07120597,model-human,TED_007,narration,Mistral vs Luiza,,,Luiza,Mistral,1.0,1.0,,,,,,,
narration,soft,1,2,-0.07120597,model-human,TED_007,narration,Mistral vs Luiza,,,Luiza,Mistral,1.0,1.0,,,,,,,
narration,standard,1,1,-0.11498141,model-human,TED_007,narration,Mistral vs Sara,,,Sara,Mistral,0.0,1.0,,,,,,,
narration,soft,1,1,-0.11498141,model-human,TED_007,narration,Mistral vs Sara,,,Sara,Mistral,0.0,1.0,,,,,,,
narration,standard,1,2,-0.06420398,model-human,TED_007,narration,Mistral vs Sara,,,Sara,Mistral,0.0,1.0,,,,,,,
narration,soft,1,2,-0.06420398,model-human,TED_007,narration,Mistral vs Sara,,,Sara,Mistral,0.0,1.0,,,,,,,
narration,standard,1,1,0.14428872,model-human,TED_007,narration,Qwen vs Luiza,,,Luiza,Qwen,1.0,5.0,,,,,,,
narration,soft,1,1,0.13798779,model-human,TED_007,narration,Qwen vs Luiza,,,Luiza,Qwen,1.0,5.0,,,,,,,
narration,standard,1,2,0.25191355,model-human,TED_007,narration,Qwen vs Luiza,,,Luiza,Qwen,1.0,5.0,,,,,,,
narration,soft,1,2,0.24509597,model-human,TED_007,narration,Qwen vs Luiza,,,Luiza,Qwen,1.0,5.0,,,,,,,
narration,standard,1,1,-0.19079208,model-human,TED_007,narration,Qwen vs Sara,,,Sara,Qwen,0.0,5.0,,,,,,,
narration,soft,1,1,-0.19409561,model-human,TED_007,narration,Qwen vs Sara,,,Sara,Qwen,0.0,5.0,,,,,,,
narration,standard,1,2,-0.06306648,model-human,TED_007,narration,Qwen vs Sara,,,Sara,Qwen,0.0,5.0,,,,,,,
narration,soft,1,2,-0.06569433,model-human,TED_007,narration,Qwen vs Sara,,,Sara,Qwen,0.0,5.0,,,,,,,
narration,standard,1,1,0.17701167,model-human,TED_007,narration,Gemma vs Luiza,,,Luiza,Gemma,1.0,5.0,,,,,,,
narration,soft,1,1,0.17664874,model-human,TED_007,narration,Gemma vs Luiza,,,Luiza,Gemma,1.0,5.0,,,,,,,
narration,standard,1,2,0.25706154,model-human,TED_007,narration,Gemma vs Luiza,,,Luiza,Gemma,1.0,5.0,,,,,,,
narration,soft,1,2,0.25486904,model-human,TED_007,narration,Gemma vs Luiza,,,Luiza,Gemma,1.0,5.0,,,,,,,
narration,standard,1,1,-0.16925812,model-human,TED_007,narration,Gemma vs Sara,,,Sara,Gemma,0.0,5.0,,,,,,,
narration,soft,1,1,-0.17019677,model-human,TED_007,narration,Gemma vs Sara,,,Sara,Gemma,0.0,5.0,,,,,,,
narration,standard,1,2,-0.074780345,model-human,TED_007,narration,Gemma vs Sara,,,Sara,Gemma,0.0,5.0,,,,,,,
narration,soft,1,2,-0.07557213,model-human,TED_007,narration,Gemma vs Sara,,,Sara,Gemma,0.0,5.0,,,,,,,
narration,standard,1,1,-0.41412115,model-human,TED_008,narration,Mistral vs Luiza,,,Luiza,Mistral,15.0,0.0,,,,,,,
narration,soft,1,1,-0.43710363,model-human,TED_008,narration,Mistral vs Luiza,,,Luiza,Mistral,15.0,0.0,,,,,,,
narration,standard,1,2,-0.3067342,model-human,TED_008,narration,Mistral vs Luiza,,,Luiza,Mistral,15.0,0.0,,,,,,,
narration,soft,1,2,-0.330572,model-human,TED_008,narration,Mistral vs Luiza,,,Luiza,Mistral,15.0,0.0,,,,,,,
narration,standard,1,1,-0.76065016,model-human,TED_008,narration,Mistral vs Sara,,,Sara,Mistral,2.0,0.0,,,,,,,
narration,soft,1,1,-0.76178575,model-human,TED_008,narration,Mistral vs Sara,,,Sara,Mistral,2.0,0.0,,,,,,,
narration,standard,1,2,-0.6384523,model-human,TED_008,narration,Mistral vs Sara,,,Sara,Mistral,2.0,0.0,,,,,,,
narration,soft,1,2,-0.6394355,model-human,TED_008,narration,Mistral vs Sara,,,Sara,Mistral,2.0,0.0,,,,,,,
narration,standard,1,1,0.11276728,model-human,TED_008,narration,Qwen vs Luiza,,,Luiza,Qwen,15.0,5.0,,,,,,,
narration,soft,1,1,0.47757453,model-human,TED_008,narration,Qwen vs Luiza,,,Luiza,Qwen,15.0,5.0,,,,,,,
